DepMap_ID,CCLE_name,Disease,Disease Subtype
ACH-000905,5637_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000907,SNU349_KIDNEY,kidney,renal_cell_carcinoma
ACH-001089,HLE_LIVER,liver,hepatocellular_carcinoma
ACH-001382,PACADD188_PANCREAS,pancreas,exocrine
ACH-001443,ASH3_THYROID,thyroid,thyroid_carcinoma
ACH-001453,BPH1_PROSTATE,prostate,prostate_hyperplasia
ACH-001614,OCIAML6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001689,UOCM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001700,UPCISCC172_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002538,SNU1235_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000019,MCF7_BREAST,breast,breast_carcinoma
ACH-000038,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-000234,CAKI2_KIDNEY,kidney,renal_cell_carcinoma
ACH-000297,NCIH889_LUNG,lung,SCLC
ACH-000298,NCIH2029_LUNG,lung,SCLC
ACH-000306,HS688AT_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000350,COLO678_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000393,HLF_LIVER,liver,hepatocellular_carcinoma
ACH-000403,NCIH747_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000435,EFE184_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000459,TUHR10TKB_KIDNEY,kidney,renal_cell_carcinoma
ACH-000472,HSC2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000563,EBC1_LUNG,lung,NSCLC
ACH-000582,COLO741_SKIN,skin,melanoma
ACH-000705,LC1F_LUNG,lung,NSCLC
ACH-000712,HCC1833_LUNG,lung,NSCLC
ACH-000841,NCIH2087_LUNG,lung,NSCLC
ACH-000890,SW1271_LUNG,lung,SCLC
ACH-000973,639V_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000979,DU145_PROSTATE,prostate,prostate_adenocarcinoma
ACH-001107,KP1N_PANCREAS,pancreas,exocrine
ACH-001108,KP1NL_PANCREAS,pancreas,exocrine
ACH-001113,LC1SQSF_LUNG,lung,NSCLC
ACH-001420,VP303_BREAST,breast,breast_ductal_carcinoma
ACH-001459,C80_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001461,C99_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001549,LU135_LUNG,lung,SCLC
ACH-001639,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-001696,UPCISCC111_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001982,NZM3_SKIN,skin,melanoma
ACH-002011,MP46_UVEA,eye,uveal_melanoma
ACH-000169,RD_SOFT_TISSUE,soft_tissue,rhabdomyosarcoma
ACH-000263,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000284,HS840T_FIBROBLAST,fibroblast,fibroblast_upper_aerodigestive
ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000707,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001064,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001449,BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001680,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-001829,381T_SOFT_TISSUE,soft_tissue,rhabdomyosarcoma
ACH-000042,PANC0203_PANCREAS,pancreas,exocrine
ACH-000174,CAL62_THYROID,thyroid,thyroid_carcinoma
ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000235,PANC0403_PANCREAS,pancreas,exocrine
ACH-000253,COLO201_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000407,SNU685_ENDOMETRIUM,uterus,MMMT
ACH-000412,SNU1197_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000569,ISTMES1_PLEURA,lung,mesothelioma
ACH-000727,NCIH2066_LUNG,lung,SCLC
ACH-000791,RERFLCAD1_LUNG,lung,NSCLC
ACH-000850,HS698T_FIBROBLAST,fibroblast,fibroblast_colorectal
ACH-000914,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000930,HCC1569_BREAST,breast,breast_carcinoma
ACH-001023,CGTHW1_THYROID,thyroid,thyroid_carcinoma
ACH-001039,COLO205_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001520,HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,unspecified_leukemia
ACH-002062,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,lymphoma_unspecified
ACH-002500,Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000195,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000230,HS742T_FIBROBLAST,fibroblast,fibroblast_breast
ACH-000331,ISTMES2_PLEURA,lung,mesothelioma
ACH-000382,CORL24_LUNG,lung,SCLC
ACH-000603,BEN_LUNG,lung,NSCLC
ACH-000722,SNUC1_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000893,NCIH1651_LUNG,lung,NSCLC
ACH-000941,HEC1B_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000954,HEC1A_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000982,GP2D_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001047,CORL51_LUNG,lung,SCLC
ACH-001345,GP5D_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001454,C10_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001517,HEC1_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-001697,UPCISCC114_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001986,NZM42_SKIN,skin,melanoma
ACH-002042,T3M5_THYROID,thyroid,thyroid_squamous
ACH-002064,HTMM_SKIN,skin,melanoma
ACH-002503,HS257T_SPLEEN,colorectal,colorectal_adenocarcinoma
ACH-002658,JVE114_COLON,colorectal,colorectal_adenocarcinoma
ACH-000009,C2BBE1_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000418,SW1353_BONE,bone,chondrosarcoma
ACH-000288,BT549_BREAST,breast,breast_ductal_carcinoma
ACH-000351,MKN1_STOMACH,gastric,gastric_adenocarcinoma
ACH-000381,T84_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000390,LUDLU1_LUNG,lung,NSCLC
ACH-000437,SW1088_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000679,OE19_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000911,NUGC3_STOMACH,gastric,gastric_adenocarcinoma
ACH-000948,2313287_STOMACH,gastric,gastric_adenocarcinoma
ACH-001653,SKGT2_STOMACH,gastric,gastric_adenocarcinoma
ACH-001989,NZM6_SKIN,skin,melanoma
ACH-002013,MM28_UVEA,eye,uveal_melanoma
ACH-002033,HMMME_LUNG,lung,mesothelioma
ACH-002407,CCLFMELM0005T_SKIN,skin,melanoma
ACH-002789,,soft_tissue,synovial_sarcoma
ACH-002886,,,
ACH-002887,,,
ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CML
ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,CLL
ACH-000383,OE33_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-000388,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000408,TE5_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000489,SW1116_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000565,RCM1_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000628,NCIH596_LUNG,lung,NSCLC
ACH-000652,SUIT2_PANCREAS,pancreas,exocrine
ACH-000780,NCIH1105_LUNG,lung,SCLC
ACH-001612,OCIAML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001684,UCSDAML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001699,UPCISCC131_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001967,LIM2537_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002498,SUDHL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-002787,,soft_tissue,rhabdomyosarcoma
ACH-002788,,soft_tissue,rhabdomyosarcoma
ACH-000122,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000133,HS729_SOFT_TISSUE,fibroblast,fibroblast_soft_tissue
ACH-000148,HS578T_BREAST,breast,breast_carcinoma
ACH-000267,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,hodgkin_lymphoma
ACH-000397,TEN_ENDOMETRIUM,uterus,clear_cell_carcinoma
ACH-000442,RERFLCSQ1_LUNG,lung,NSCLC
ACH-000536,BT20_BREAST,breast,breast_ductal_carcinoma
ACH-000544,OE21_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000616,HS746T_STOMACH,gastric,gastric_adenocarcinoma
ACH-001509,H357_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001701,UPCISCC200_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001963,LIM1863_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-002044,HSQ89_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002680,170MGBA_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000108,KP3_PANCREAS,pancreas,exocrine
ACH-000457,CAL54_KIDNEY,kidney,renal_cell_carcinoma
ACH-000746,GSS_STOMACH,gastric,gastric_adenocarcinoma
ACH-000753,JMSU1_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000939,SKUT1_SOFT_TISSUE,soft_tissue,leiomyosarcoma
ACH-001377,PACADD137_PANCREAS,pancreas,exocrine
ACH-001398,SW156_KIDNEY,kidney,renal_cell_carcinoma
ACH-001523,HSC1_SKIN,skin,skin_squamous
ACH-001524,HSC5_SKIN,skin,skin_squamous
ACH-001528,IHH4_THYROID,thyroid,thyroid_carcinoma
ACH-002933,,,
ACH-000516,CAL78_BONE,bone,chondrosarcoma
ACH-000067,HS683_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000373,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000456,BCPAP_THYROID,thyroid,thyroid_carcinoma
ACH-000486,KU1919_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000913,ESS1_ENDOMETRIUM,uterus,endometrial_stromal_sarcoma
ACH-001441,921_UVEA,eye,uveal_melanoma
ACH-001542,KON_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002846,,,
ACH-002880,,breast,
ACH-001519,HEMCSS_BONE,bone,chondrosarcoma
ACH-000065,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000093,PANC0504_PANCREAS,pancreas,exocrine
ACH-000192,MFE280_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000193,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000369,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000419,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000507,KE39_STOMACH,gastric,gastric_adenocarcinoma
ACH-000784,KYSE70_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000970,SNUC5_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001321,TT_THYROID,thyroid,thyroid_squamous
ACH-001499,FLAM76_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-001521,HKA1_SKIN,skin,skin_squamous
ACH-001541,KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-002404,CCLFMELM0002T_SKIN,skin,melanoma
ACH-002485,MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000429,A704_KIDNEY,kidney,renal_cell_carcinoma
ACH-000482,RERFLCKJ_LUNG,lung,NSCLC
ACH-000531,RS5_FIBROBLAST,fibroblast,fibroblast_lung
ACH-000663,OVTOKO_OVARY,ovary,ovary_adenocarcinoma
ACH-000688,OV7_OVARY,ovary,ovary_adenocarcinoma
ACH-000987,MEWO_SKIN,skin,melanoma
ACH-001307,8505C_THYROID,thyroid,thyroid_carcinoma
ACH-001378,PACADD159_PANCREAS,pancreas,exocrine
ACH-001455,C106_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001681,UACC1598_OVARY,ovary,ovary_adenocarcinoma
ACH-002075,LU138_LUNG,lung,SCLC
ACH-000873,KYSE270_OESOPHAGUS,esophagus,esophagus_squamous
ACH-001988,NZM5_SKIN,skin,melanoma
ACH-002023,TGBC18TKB_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000245,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000625,HEP3B217_LIVER,liver,hepatocellular_carcinoma
ACH-000922,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000953,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-001481,CHLA90_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-002502,CCA_SOFT_TISSUE,soft_tissue,rhabdomyosarcoma
ACH-002922,,,
ACH-001032,CHLA32_BONE,bone,Ewing_sarcoma
ACH-000142,CAL29_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000384,SW780_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000840,HCC366_LUNG,lung,NSCLC
ACH-001551,MCC142_SKIN,skin,merkel_cell_carcinoma
ACH-002051,LU134A_LUNG,lung,SCLC
ACH-002669,KP363T_COLON,colorectal,colorectal_adenocarcinoma
ACH-000018,T24_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000680,SW948_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000988,MFE319_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-001011,ACCS_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000593,BC3C_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000725,HCC202_BREAST,breast,breast_ductal_carcinoma
ACH-000958,SW48_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-001508,H314_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001690,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002652,GFD8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-002678,WILL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-002794,,soft_tissue,malignant_fibrous_histiocytoma
ACH-002705,IS076P_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-002706,IS076A_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-002782,,soft_tissue,pleomorphic_sarcoma
ACH-002783,,soft_tissue,pleomorphic_sarcoma
ACH-000566,SW1710_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-001347,H157_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-001691,UPCISCC029A_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-002526,SNU1327_LUNG,lung,NSCLC
ACH-002657,JVE109_COLON,colorectal,colorectal_adenocarcinoma
ACH-002784,,soft_tissue,pleomorphic_sarcoma
ACH-002930,,,melanoma
ACH-000417,PANC0813_PANCREAS,pancreas,exocrine
ACH-001328,A431_SKIN,skin,skin_squamous
ACH-001400,SW954_CERVIX,cervix,cervical_squamous
ACH-001442,A388_SKIN,epidermoid_carcinoma,skin_squamous 
ACH-002512,MM160113_SKIN,skin,melanoma
ACH-000237,JHOM1_OVARY,ovary,ovary_adenocarcinoma
ACH-000059,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000229,HS822T_FIBROBLAST,fibroblast,fibroblast_bone
ACH-000877,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000082,G292CLONEA141B1_BONE,bone,osteosarcoma
ACH-002480,CHLA03AA_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000923,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000003,CACO2_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000010,NCIH2077_LUNG,lung,NSCLC
ACH-000016,SLR21_KIDNEY,kidney,renal_cell_carcinoma
ACH-000025,CH157MN_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,meningioma
ACH-000030,PC14_LUNG,lung,NSCLC
ACH-000033,NCIH1819_LUNG,lung,NSCLC
ACH-000034,PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-000040,U118MG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-001150,OUMS27_BONE,bone,chondrosarcoma
ACH-000047,GCIY_STOMACH,gastric,gastric_adenocarcinoma
ACH-000049,HEKTE_KIDNEY,engineered_kidney,
ACH-000057,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000058,ML1_THYROID,thyroid,thyroid_carcinoma
ACH-000062,RERFLCMS_LUNG,lung,NSCLC
ACH-000064,SALE_LUNG,engineered_lung,
ACH-000066,HCC4006_LUNG,lung,NSCLC
ACH-000080,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,AML
ACH-001955,JHC7_BONE,bone,chordoma
ACH-000092,NCIH2452_PLEURA,lung,mesothelioma
ACH-000109,NCIH3255_LUNG,lung,NSCLC
ACH-000116,OAW28_OVARY,ovary,ovary_adenocarcinoma
ACH-000120,CHP212_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000123,COV434_OVARY,ovary,ovary_adenocarcinoma
ACH-000127,SLR20_KIDNEY,kidney,renal_cell_carcinoma
ACH-000129,NCIH1341_LUNG,lung,SCLC
ACH-000140,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000141,SNU308_BILIARY_TRACT,bile_duct,gallbladder_adenocarcinoma
ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,blood,ALL
ACH-000158,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000159,OSRC2_KIDNEY,kidney,renal_cell_carcinoma
ACH-002335,UCH1_BONE,bone,chordoma
ACH-000161,CORL105_LUNG,lung,NSCLC
ACH-000164,PANC1_PANCREAS,pancreas,exocrine
ACH-000165,HS751T_FIBROBLAST,fibroblast,fibroblast_lymphocyte
ACH-000671,HUH6_LIVER,liver,hepatoblastoma
ACH-000170,PRECLH_PROSTATE,engineered_prostate,
ACH-000171,VMRCRCZ_KIDNEY,kidney,renal_cell_carcinoma
ACH-000172,TM87_SOFT_TISSUE,soft_tissue,malignant_rhabdoid_tumor
ACH-000173,JHUEM3_ENDOMETRIUM,uterus,endometrial_adenocarcinoma
ACH-000182,SNU869_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-000186,NCIH2444_LUNG,lung,NSCLC
ACH-000189,RCC10RGB_KIDNEY,kidney,renal_cell_carcinoma
ACH-000200,NMCG1_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000205,PK59_PANCREAS,pancreas,exocrine
ACH-000206,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,ATL
ACH-000207,DETROIT562_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000209,SNU1079_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-002204,UCH2_BONE,bone,chordoma
ACH-000214,HS675T_FIBROBLAST,fibroblast,fibroblast_colorectal
ACH-000215,LN382_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000216,JHESOAD1_OESOPHAGUS,esophagus,esophagus_adenocarcinoma
ACH-000228,BICR31_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000231,KALS1_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000232,U251MG_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000240,HS600T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000243,DANG_PANCREAS,pancreas,exocrine
ACH-000246,SLR23_KIDNEY,kidney,renal_cell_carcinoma
ACH-000249,CL11_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000250,KMRC20_KIDNEY,kidney,renal_cell_carcinoma
ACH-000251,NCIH2887_LUNG,lung,NSCLC
ACH-000256,COV318_OVARY,ovary,ovary_adenocarcinoma
ACH-000259,KELLY_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000261,RERFLCAI_LUNG,lung,NSCLC
ACH-000262,UOK101_KIDNEY,kidney,renal_cell_carcinoma
ACH-000268,SNU245_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-000272,SLR24_KIDNEY,kidney,renal_cell_carcinoma
ACH-000273,SF539_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000275,HS834T_FIBROBLAST,fibroblast,fibroblast_skin
ACH-000278,COV362_OVARY,ovary,ovary_adenocarcinoma
ACH-002468,PSS154_BONE,bone,Ewing_sarcoma
ACH-000283,A1207_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000285,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000296,OUMS23_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000300,SLR25_KIDNEY,kidney,renal_cell_carcinoma
ACH-000307,PK1_PANCREAS,pancreas,exocrine
ACH-000313,KMRC3_KIDNEY,kidney,renal_cell_carcinoma
ACH-000317,TUHR14TKB_KIDNEY,kidney,renal_cell_carcinoma
ACH-000318,TE10_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000320,PSN1_PANCREAS,pancreas,exocrine
ACH-000324,JHOC5_OVARY,ovary,ovary_adenocarcinoma
ACH-000328,LN215_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000333,JHOM2B_OVARY,ovary,ovary_adenocarcinoma
ACH-000337,NCIH3122_LUNG,lung,NSCLC
ACH-000339,HCC461_LUNG,lung,NSCLC
ACH-000340,HS870T_FIBROBLAST,fibroblast,fibroblast_bone
ACH-000342,CL14_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000345,KPNRTBM1_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000353,TE15_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000367,NCIH226_LUNG,lung,NSCLC
ACH-000377,SNU478_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-000385,SKRC20_KIDNEY,kidney,renal_cell_carcinoma
ACH-000395,NCIH520_LUNG,lung,NSCLC
ACH-000404,K029AX_SKIN,skin,melanoma
ACH-000415,BICR6_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000425,UACC62_SKIN,skin,melanoma
ACH-000427,NCIN87_STOMACH,gastric,gastric_adenocarcinoma
ACH-000428,UO31_KIDNEY,kidney,renal_cell_carcinoma
ACH-000430,TYKNU_OVARY,ovary,ovary_adenocarcinoma
ACH-000436,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphocyte,non_hodgkin_lymphoma
ACH-000446,KPNSI9S_AUTONOMIC_GANGLIA,peripheral_nervous_system,neuroblastoma
ACH-000447,NCIH2228_LUNG,lung,NSCLC
ACH-000450,MELHO_SKIN,skin,melanoma
ACH-000452,TE8_OESOPHAGUS,esophagus,esophagus_squamous
ACH-000455,LN428_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000458,CJM_SKIN,skin,melanoma
ACH-000461,SNU1196_BILIARY_TRACT,bile_duct,cholangiocarcinoma
ACH-000463,NCIH460_LUNG,lung,NSCLC
ACH-000467,HCC56_LARGE_INTESTINE,colorectal,colorectal_adenocarcinoma
ACH-000468,PK45H_PANCREAS,pancreas,exocrine
ACH-000473,RT112_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000481,NCIH2170_LUNG,lung,NSCLC
ACH-000484,VMRCRCW_KIDNEY,kidney,renal_cell_carcinoma
ACH-000490,SF767_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000494,OELE_OVARY,engineered_ovary,
ACH-000503,BICR16_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,upper_aerodigestive_squamous
ACH-000504,SNB75_CENTRAL_NERVOUS_SYSTEM,central_nervous_system,glioma
ACH-000512,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,plasma_cell,multiple_myeloma
ACH-000520,59M_OVARY,ovary,ovary_adenocarcinoma
ACH-000521,NCIH2030_LUNG,lung,NSCLC
ACH-000522,UMUC3_URINARY_TRACT,urinary_tract,bladder_carcinoma
ACH-000524,KURAMOCHI_OVARY,ovary,ovary_adenocarcinoma
ACH-000529,T173_FIBROBLAST,fibroblast,fibroblast_bone
ACH-000533,NCIH2004RT_SOFT_TISSUE,soft_tissue,malignant_rhabdoid_tumor
